table,dataset,n_items,n_participants,n_categories,n_responses,density,longitudinal,construct_type,ct_primary,affect_cog,item_format,measurement_tool,construct_name,doi,license
wang2022_fomo,item_response_warehouse_2,10,324,5,3240,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyt.2022.827519,CC BY 4.0
tian2026_digital_competence,item_response_warehouse_2,29,764,5,22156,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.32564154.v1,CC BY 4.0
chen_2022_cesd,item_response_warehouse_2,10,77211,4,772110,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Depression (CESD-10),10.57760/sciencedb.o00115.00089,NA
chen_2022_gad,item_response_warehouse_2,7,77211,4,540477,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Anxiety / generalized anxiety disorder (GAD-7),10.57760/sciencedb.o00115.00089,NA
chen_2022_sasc,item_response_warehouse_2,22,77211,5,1698642,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.57760/sciencedb.o00115.00089,NA
kushnir2017_tsrq,item_response_warehouse_2,15,319,7,4785,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/8lblys,CC0 1.0
kushnir2017_ftnd,item_response_warehouse_2,6,319,4,1914,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/8lblys,CC0 1.0
cordova2019_clinical_edu_environment,item_response_warehouse_2,40,391,5,15640,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/shwnk1,CC0 1.0
che_2026_social_support,item_response_warehouse_2,22,897,5,19734,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.32090683.v1,CC BY 4.0
che_2026_social_wellbeing,item_response_warehouse_2,15,897,5,13455,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.32090683.v1,CC BY 4.0
che_2026_regulatory_self_efficacy,item_response_warehouse_2,12,897,5,10764,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.32090683.v1,CC BY 4.0
burnout_assessment_tool_teachers,item_response_warehouse_2,33,631,5,20823,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Burnout Assessment Tool (BAT),10.7910/dvn/nfrees,CC0 1.0
goksel_2026_embarrassment_affectivetrust,item_response_warehouse_2,6,300,9,1800,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Affective Trust,10.1037/pspa0000487,CC BY 4.0
goksel_2026_embarrassment_warmth_competence,item_response_warehouse_2,8,600,5,4800,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Warmth + Competence (8-item),10.1037/pspa0000481,CC BY 4.0
goksel_2026_embarrassment_emb_perception,item_response_warehouse_2,6,600,7,3600,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Embarrassment Perception,10.1037/pspa0000485,CC BY 4.0
goksel_2026_embarrassment_puremorality,item_response_warehouse_2,8,602,9,4816,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Morality (pure),10.1037/pspa0000482,CC BY 4.0
goksel_2026_embarrassment_purewarmth,item_response_warehouse_2,8,602,9,4816,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Warmth (pure),10.1037/pspa0000483,CC BY 4.0
goksel_2026_embarrassment_moralityandwarmth,item_response_warehouse_2,8,602,9,4816,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Morality + Warmth (blended),10.1037/pspa0000484,CC BY 4.0
goksel_2026_embarrassment_socialcompetence,item_response_warehouse_2,10,899,5,8990,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Social Competence,10.1037/pspa0000479,CC BY 4.0
goksel_2026_embarrassment_resilience,item_response_warehouse_2,9,899,5,8091,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Resilience,10.1037/pspa0000480,CC BY 4.0
goksel_2026_embarrassment_wcm,item_response_warehouse_2,12,1500,5,18000,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Warmth/Competence/Morality,10.1037/pspa0000478,CC BY 4.0
goksel_2026_embarrassment_authenticity,item_response_warehouse_2,12,2100,5,25200,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Authenticity,10.1037/pspa0000477,CC BY 4.0
hannachi_2025_eco_anxiety_affect,item_response_warehouse_2,26,534,5,13884,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Affect,na,CC BY-NC-SA 4.0
hannachi_2025_eco_anxiety_cope,item_response_warehouse_2,28,534,5,14952,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Coping Strategies,na,CC BY-NC-SA 4.0
hannachi_2025_eco_anxiety_cas,item_response_warehouse_2,13,534,5,6942,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Climate Change Anxiety,na,CC BY-NC-SA 4.0
hannachi_2025_eco_anxiety_heas,item_response_warehouse_2,13,534,5,6942,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Eco-anxiety,na,CC BY-NC-SA 4.0
hyatt_2023_aggression_prelim2_epa,item_response_warehouse_2,14,322,5,4508,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Psychopathy (EPA),10.1002/ab.22091,CC BY 4.0
merlo2025_eng_emotional,item_response_warehouse_2,9,1065,7,9585,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30195541.v1,CC BY 4.0
merlo2025_eng_agentic,item_response_warehouse_2,10,1065,7,10650,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30195541.v1,CC BY 4.0
merlo2025_eet,item_response_warehouse_2,29,1065,6,30885,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30195541.v1,CC BY 4.0
merlo2025_eng_cognitive,item_response_warehouse_2,12,1065,7,12780,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30195541.v1,CC BY 4.0
merlo2025_eng_comprehensive,item_response_warehouse_2,12,1065,7,12780,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30195541.v1,CC BY 4.0
galindo_2023_social_support,item_response_warehouse_2,8,951,5,7608,1,FALSE,NA,[untagged],untagged,NA,NA,NA,data doi: 10.7910/dvn/edevgy,CC0 1.0
galindo_2023_emotional_intelligence,item_response_warehouse_2,16,951,5,15216,1,FALSE,NA,[untagged],untagged,NA,NA,NA,data doi: 10.7910/dvn/edevgy,CC0 1.0
xu2024_self_efficacy,item_response_warehouse_2,7,414,5,2898,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/atlxc5,CC0 1.0
xu2024_noncompliance,item_response_warehouse_2,8,414,5,3312,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/atlxc5,CC0 1.0
jeilani_2024_academic_stress,item_response_warehouse_2,7,663,5,4641,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Academic stress scale (AS),data doi: 10.6084/m9.figshare.26820745.v4,CC0 1.0
karajko2025_ai_trust,item_response_warehouse_2,6,386,5,2316,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/ireejj,CC0 1.0
karajko2025_ai_risk,item_response_warehouse_2,10,386,5,3860,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/ireejj,CC0 1.0
karajko2025_ai_governance,item_response_warehouse_2,6,386,5,2316,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/ireejj,CC0 1.0
karajko2025_ai_benefit,item_response_warehouse_2,10,386,5,3860,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/ireejj,CC0 1.0
hao_2025_self_efficacy,item_response_warehouse_2,6,650,5,3900,1,FALSE,NA,[untagged],untagged,NA,NA,NA,data doi: 10.6084/m9.figshare.30397234.v1,CC BY 4.0
hao_2025_social_regulation,item_response_warehouse_2,8,650,5,5200,1,FALSE,NA,[untagged],untagged,NA,NA,NA,data doi: 10.6084/m9.figshare.30397234.v1,CC BY 4.0
hao_2025_foreign_language_anxiety,item_response_warehouse_2,8,650,5,5200,1,FALSE,NA,[untagged],untagged,NA,NA,NA,data doi: 10.6084/m9.figshare.30397234.v1,CC BY 4.0
hao_2025_metacognitive_regulation,item_response_warehouse_2,7,650,5,4550,1,FALSE,NA,[untagged],untagged,NA,NA,NA,data doi: 10.6084/m9.figshare.30397234.v1,CC BY 4.0
fang_2022_achievement_emotions,item_response_warehouse_2,33,448,6,14784,1,FALSE,NA,[untagged],untagged,NA,NA,NA,data doi: 10.17608/k6.auckland.19546393.v1,CC BY 4.0
kang_2024_ai_adoption,item_response_warehouse_3,27,338,5,9126,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.7910/dvn/8ce89h,CC0 1.0
divia_2025_tiktok_fomo_shopping,item_response_warehouse_3,21,400,5,8400,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.29378996.v2,CC BY 4.0
li_2026_imi_teq,item_response_warehouse_3,34,362,7,12308,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.32766447.v1,CC BY 4.0
frikha_2023_pe_acrs,item_response_warehouse_2,12,308,5,3696,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0297822.,CC0 1.0
frikha_2023_pe_ms,item_response_warehouse_2,9,308,5,2772,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0297822.,CC0 1.0
dong_2024_engagement,item_response_warehouse_2,15,332,6,4980,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.25378894.v1,CC BY 4.0
dong_2024_ccaiq,item_response_warehouse_2,13,332,6,4316,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.25378894.v1,CC BY 4.0
kern_2021_learning,item_response_warehouse_2,12,350,4,4200,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.14870235.v1,CC0 1.0
kern_2021_engagement,item_response_warehouse_2,9,350,4,3150,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.14870235.v1,CC0 1.0
kern_2021_connectedness,item_response_warehouse_2,9,350,4,3150,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.14870235.v1,CC0 1.0
rosetti2023_climate_anxiety,item_response_warehouse_2,22,468,5,10296,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.16900393.v2,CC BY 4.0
rosetti_2023_cas,item_response_warehouse_2,22,468,5,10296,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1089/eco.2022.0049,CC BY 4.0
rosetti2023_gad7,item_response_warehouse_2,7,468,4,3276,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.16900393.v2,CC BY 4.0
rosetti_2023_gad7,item_response_warehouse_2,7,468,4,3276,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1089/eco.2022.0049,CC BY 4.0
wang_2025_green_space_wellbeing,item_response_warehouse_2,25,687,5,17175,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.29581631.v1,CC BY 4.0
chavez_2026_bpnsfs,item_response_warehouse_2,24,806,5,19344,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Basic Psychological Need Satisfaction and Frustration Scale,10.3389/feduc.2026.1742014,CC BY 4.0
clifford_2018_police_blame,item_response_warehouse_2,7,2465,7,17255,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1086/703540,CC0 1.0
gao2025_attachment_avoidance,item_response_warehouse_3,6,459,7,2754,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.28737626,CC BY 4.0
gao2025_sse,item_response_warehouse_3,6,459,5,2754,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.28737626,CC BY 4.0
gao2025_spiritual_wellbeing,item_response_warehouse_3,12,459,5,5508,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.28737626,CC BY 4.0
algner2022_wis,item_response_warehouse_3,16,500,7,8000,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.809862,CC BY 4.0
algner2022_sia,item_response_warehouse_3,12,500,6,6000,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.809862,CC BY 4.0
algner2022_psgbi,item_response_warehouse_3,21,500,6,10500,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.809862,CC BY 4.0
algner2022_mimi16,item_response_warehouse_3,16,612,6,9792,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.809862,CC BY 4.0
algner2022_oss,item_response_warehouse_3,6,612,6,3672,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.809862,CC BY 4.0
algner2022_uwes,item_response_warehouse_3,9,612,7,5508,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.809862,CC BY 4.0
algner2022_cse,item_response_warehouse_3,12,612,5,7344,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.809862,CC BY 4.0
dou2025_ans,item_response_warehouse_3,18,748,6,13464,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0331067,CC BY 4.0
dou2025_area,item_response_warehouse_3,12,748,5,8976,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0331067,CC BY 4.0
dou2025_wcts,item_response_warehouse_3,23,748,5,17204,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0331067,CC BY 4.0
chen2025_self_esteem,item_response_warehouse_3,10,1100,5,11000,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30093970,CC BY 4.0
chen2025_activity_motivation,item_response_warehouse_3,15,1100,5,16500,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30093970,CC BY 4.0
chen2025_body_image,item_response_warehouse_3,23,1100,5,25300,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.6084/m9.figshare.30093970,CC BY 4.0
ma2026_bsmas,item_response_warehouse_3,6,1108,5,6648,1,TRUE,NA,[untagged],untagged,NA,NA,NA,10.21203/rs.3.rs-9429022/v1,CC BY 4.0
ma2026_sabas,item_response_warehouse_3,6,1108,6,6648,1,TRUE,NA,[untagged],untagged,NA,NA,NA,10.21203/rs.3.rs-9429022/v1,CC BY 4.0
ye_2025_q15_scale,item_response_warehouse_3,9,4513,4,40617,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0325835,CC BY 4.0
ye_2025_q25_scale,item_response_warehouse_3,10,4513,4,45130,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0325835,CC BY 4.0
jordan_2020_mindfulness,item_response_warehouse_3,12,539,5,6468,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0240667,CC BY 4.0
ye_2025_q32_scale,item_response_warehouse_3,13,4513,7,58669,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0325835,CC BY 4.0
cormier_2024_personality,item_response_warehouse_3,16,898,5,14368,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0304428,CC BY 4.0
menaldi_2023_mbi,item_response_warehouse_3,22,388,7,8536,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0280313,CC BY 4.0
menaldi_2023_brief_cope,item_response_warehouse_3,28,388,4,10864,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0280313,CC BY 4.0
hui_2024_gbfs,item_response_warehouse_3,28,309,5,8652,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0300064,CC BY 4.0
tran_2023_gad7,item_response_warehouse_3,7,400,4,2800,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0289123,CC BY 4.0
rahman_2022_phq9,item_response_warehouse_3,9,677,4,6093,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0269634,CC BY 4.0
pranckeviciene_2022_gad7,item_response_warehouse_3,7,1358,4,9506,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0263027,CC BY 4.0
pranckeviciene_2022_phq9,item_response_warehouse_3,9,1358,4,12222,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0263027,CC BY 4.0
leon_guereno_2020_breq,item_response_warehouse_3,23,1850,5,42550,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0231628,CC BY 4.0
chen2022b_socsupport,item_response_warehouse_3,12,417,7,5004,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.852256,CC BY 4.0
chen2022b_psychabuse,item_response_warehouse_3,14,417,5,5838,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.852256,CC BY 4.0
nabwera_2021_bdi,item_response_warehouse_3,20,358,4,7160,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0247554,CC BY 4.0
safiye_2023_rfq,item_response_warehouse_3,8,823,7,6584,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0279535,CC BY 4.0
safiye_2023_mbi,item_response_warehouse_3,22,823,7,18106,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0279535,CC BY 4.0
song_2023_rses,item_response_warehouse_3,10,1238,4,12380,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0284335,CC BY 4.0
song_2023_mpats,item_response_warehouse_3,16,1238,5,19808,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0284335,CC BY 4.0
song_2023_slwai,item_response_warehouse_3,22,1238,5,27236,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0284335,CC BY 4.0
weida_2020_financial_security,item_response_warehouse_3,10,371,4,3710,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0233359,CC BY 4.0
makowska_2023_pdts,item_response_warehouse_3,6,558,5,3348,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0287223,CC BY 4.0
dopmeijer_2022_sense_belonging,item_response_warehouse_3,6,3141,5,18846,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0267175,CC BY 4.0
dopmeijer_2022_loneliness,item_response_warehouse_3,11,3141,5,34551,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0267175,CC BY 4.0
dopmeijer_2022_performance_pressure,item_response_warehouse_3,12,3141,5,37692,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0267175,CC BY 4.0
duboz_2021_pss10,item_response_warehouse_3,10,1493,5,14930,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0252134,CC BY 4.0
jeon_2019_cesd10,item_response_warehouse_3,10,464,4,4640,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0221323,CC BY 4.0
jeon_2019_cbi,item_response_warehouse_3,19,464,5,8816,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0221323,CC BY 4.0
iwasa_2016_dpssr,item_response_warehouse_3,16,481,5,7696,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0164630,CC BY 4.0
iwasa_2016_asi,item_response_warehouse_3,16,481,5,7696,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0164630,CC BY 4.0
iwasa_2016_stai_trait,item_response_warehouse_3,20,481,5,9620,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0164630,CC BY 4.0
contreras_valdez_2022_rses,item_response_warehouse_3,10,973,4,9730,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0266507,CC BY 4.0
contreras_valdez_2022_bsq,item_response_warehouse_3,16,1117,6,17872,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0266507,CC BY 4.0
contreras_valdez_2022_edeq,item_response_warehouse_3,28,2090,31,58520,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0266507,CC BY 4.0
wurm_2016_mdi,item_response_warehouse_3,10,5897,6,58970,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0149913,CC BY 4.0
wurm_2016_hbi,item_response_warehouse_3,40,5897,7,235880,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0149913,CC BY 4.0
teshome_2021_pss10,item_response_warehouse_3,10,798,5,7980,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0252809,CC BY 4.0
kraft_todd_2017_care_measure,item_response_warehouse_3,10,1372,6,13720,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0177758,CC BY 4.0
kraft_todd_2017_panas,item_response_warehouse_3,20,1371,5,27420,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0177758,CC BY 4.0
roelen_2020_k6,item_response_warehouse_3,6,1381,5,8286,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0243457,CC BY 4.0
roelen_2020_rses,item_response_warehouse_3,10,1381,4,13810,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0243457,CC BY 4.0
cinar_tanriverdi_2023_gad7,item_response_warehouse_3,7,544,4,3808,1,TRUE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0288769,CC BY 4.0
kalichman1995_scs,item_response_warehouse_3,10,3215,4,32150,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1207/s15327752jpa6503_16,GPL-3.0
lorenz_2016_optimism2,item_response_warehouse_3,10,321,6,3210,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0152892,CC BY 4.0
lorenz_2016_resilience,item_response_warehouse_3,13,321,6,4173,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0152892,CC BY 4.0
lorenz_2016_efficacy2,item_response_warehouse_3,8,321,6,2568,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0152892,CC BY 4.0
lorenz_2016_efficacy1,item_response_warehouse_3,10,321,6,3210,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0152892,CC BY 4.0
lorenz_2016_hope,item_response_warehouse_3,6,321,6,1926,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0152892,CC BY 4.0
lorenz_2016_psycap,item_response_warehouse_3,24,321,6,7704,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0152892,CC BY 4.0
wu_2024_video_addiction,item_response_warehouse_3,14,560,5,7840,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0312597,CC BY 4.0
wu_2024_resilience,item_response_warehouse_3,6,560,5,3360,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0312597,CC BY 4.0
wu_2024_self_control,item_response_warehouse_3,7,560,5,3920,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0312597,CC BY 4.0
wu_2024_proactive_personality,item_response_warehouse_3,11,560,7,6160,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0312597,CC BY 4.0
molino_2018_d5_scale,item_response_warehouse_3,8,658,7,5264,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0199924,CC BY 4.0
jablonska_2020_upward_comparison,item_response_warehouse_3,6,974,7,5844,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Social comparison scale (reconfigured for Instagram) - upward comparison,10.1371/journal.pone.0229354,CC BY 4.0
jablonska_2020_hads,item_response_warehouse_3,14,974,7,13636,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Hospital Anxiety and Depression Scale (HADS),10.1371/journal.pone.0229354,CC BY 4.0
jablonska_2020_downward_comparison,item_response_warehouse_3,6,974,7,5844,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Social comparison scale (reconfigured for Instagram) - downward comparison,10.1371/journal.pone.0229354,CC BY 4.0
jablonska_2020_rses,item_response_warehouse_3,10,974,7,9740,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Rosenberg Self-Esteem Scale (RSES),10.1371/journal.pone.0229354,CC BY 4.0
jablonska_2020_instagram_addiction,item_response_warehouse_3,10,974,7,9740,1,FALSE,Behavioral,Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Facebook Intensity Scale (adapted to Instagram usage intensity),10.1371/journal.pone.0229354,CC BY 4.0
rodriguezquiroga_2024_epistemic_trust,item_response_warehouse_3,15,1018,7,15270,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0311352,CC BY 4.0
chen_2021_acculturation,item_response_warehouse_3,24,310,5,7440,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0258323,CC BY 4.0
chen_2021_enculturation,item_response_warehouse_3,24,310,5,7440,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0258323,CC BY 4.0
yoshimura_2026_psych_safety,item_response_warehouse_3,9,522,7,4698,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0346791,CC BY 4.0
yoshimura_2026_es_scale,item_response_warehouse_3,8,522,5,4176,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0346791,CC BY 4.0
yoshimura_2026_isu_scale,item_response_warehouse_3,6,522,5,3132,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0346791,CC BY 4.0
huang_2023_d_scale,item_response_warehouse_3,9,631,7,5679,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0290452,CC BY 4.0
huang_2023_b_scale,item_response_warehouse_3,12,631,5,7572,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0290452,CC BY 4.0
wijesinghe_2025_sustained_agile_usage,item_response_warehouse_3,8,391,5,3128,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0316538,CC BY 4.0
niazi_2020_mfq,item_response_warehouse_3,32,300,6,9600,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0229926,CC BY 4.0
pecino_2018_justice_climate,item_response_warehouse_3,6,442,6,2652,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.1371/journal.pone.0207458,CC BY 4.0
